instance_path,n,m,category
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict465_maplesat_preprocess.cnf,3843,20202,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict470_maplesat_preprocess.cnf,3748,19595,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict475_maplesat_preprocess.cnf,3655,19001,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict480_maplesat_preprocess.cnf,3540,18344,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict485_maplesat_preprocess.cnf,3430,17692,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict490_maplesat_preprocess.cnf,3271,16833,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict495_maplesat_preprocess.cnf,3119,15908,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict500_maplesat_preprocess.cnf,2904,14693,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict505_maplesat_preprocess.cnf,2613,13017,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round30_restrict510_maplesat_preprocess.cnf,2180,10607,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict440_maplesat_preprocess.cnf,4877,27229,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict445_maplesat_preprocess.cnf,4827,26783,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict450_maplesat_preprocess.cnf,4759,26270,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict455_maplesat_preprocess.cnf,4672,25609,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict460_maplesat_preprocess.cnf,4589,24962,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict465_maplesat_preprocess.cnf,4499,24284,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict470_maplesat_preprocess.cnf,4419,23647,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict475_maplesat_preprocess.cnf,4342,23023,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict480_maplesat_preprocess.cnf,4233,22325,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict485_maplesat_preprocess.cnf,4089,21512,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict490_maplesat_preprocess.cnf,3915,20434,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict495_maplesat_preprocess.cnf,3689,19052,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict500_maplesat_preprocess.cnf,3461,17749,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict505_maplesat_preprocess.cnf,3066,15518,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict510_maplesat_preprocess.cnf,2664,13309,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict440_maplesat_preprocess.cnf,5504,31456,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict445_maplesat_preprocess.cnf,5452,30916,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict450_maplesat_preprocess.cnf,5373,30274,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict455_maplesat_preprocess.cnf,5290,29604,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict460_maplesat_preprocess.cnf,5215,28935,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict465_maplesat_preprocess.cnf,5138,28268,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict470_maplesat_preprocess.cnf,5068,27642,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict475_maplesat_preprocess.cnf,5000,27021,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict480_maplesat_preprocess.cnf,4901,26342,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict485_maplesat_preprocess.cnf,4747,25374,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict490_maplesat_preprocess.cnf,4551,24160,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict495_maplesat_preprocess.cnf,4320,22792,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict500_maplesat_preprocess.cnf,4076,21285,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict505_maplesat_preprocess.cnf,3757,19373,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round34_restrict510_maplesat_preprocess.cnf,3194,16325,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict440_maplesat_preprocess.cnf,6157,35940,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict445_maplesat_preprocess.cnf,6085,35249,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict450_maplesat_preprocess.cnf,6035,34722,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict455_maplesat_preprocess.cnf,5968,34076,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict460_maplesat_preprocess.cnf,5892,33391,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict465_maplesat_preprocess.cnf,5824,32720,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict470_maplesat_preprocess.cnf,5742,31977,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict475_maplesat_preprocess.cnf,5675,31313,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict480_maplesat_preprocess.cnf,5563,30491,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict485_maplesat_preprocess.cnf,5411,29436,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict490_maplesat_preprocess.cnf,5197,28043,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict495_maplesat_preprocess.cnf,4979,26604,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict500_maplesat_preprocess.cnf,4732,25026,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict505_maplesat_preprocess.cnf,4449,23250,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict510_maplesat_preprocess.cnf,3997,20679,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict440_maplesat_preprocess.cnf,6782,40495,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict445_maplesat_preprocess.cnf,6735,39940,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict450_maplesat_preprocess.cnf,6663,39270,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict455_maplesat_preprocess.cnf,6574,38442,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict460_maplesat_preprocess.cnf,6503,37693,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict465_maplesat_preprocess.cnf,6429,36940,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict470_maplesat_preprocess.cnf,6355,36175,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict475_maplesat_preprocess.cnf,6287,35436,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict480_maplesat_preprocess.cnf,6181,34584,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict485_maplesat_preprocess.cnf,6047,33520,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict490_maplesat_preprocess.cnf,5834,32043,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict495_maplesat_preprocess.cnf,5613,30438,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict500_maplesat_preprocess.cnf,5334,28609,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict505_maplesat_preprocess.cnf,4993,26438,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round38_restrict510_maplesat_preprocess.cnf,4625,24180,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict440_maplesat_preprocess.cnf,7417,45106,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict445_maplesat_preprocess.cnf,7356,44494,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict450_maplesat_preprocess.cnf,7281,43776,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict455_maplesat_preprocess.cnf,7199,42899,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict460_maplesat_preprocess.cnf,7128,42068,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict465_maplesat_preprocess.cnf,7052,41209,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict470_maplesat_preprocess.cnf,6975,40345,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict475_maplesat_preprocess.cnf,6909,39540,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict480_maplesat_preprocess.cnf,6821,38676,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict485_maplesat_preprocess.cnf,6663,37359,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict490_maplesat_preprocess.cnf,6449,35723,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict495_maplesat_preprocess.cnf,6234,34102,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict500_maplesat_preprocess.cnf,5942,32074,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict505_maplesat_preprocess.cnf,5595,29748,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round40_restrict510_maplesat_preprocess.cnf,5208,27428,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict440_maplesat_preprocess.cnf,7985,49417,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict445_maplesat_preprocess.cnf,7937,48861,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict450_maplesat_preprocess.cnf,7872,48189,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict455_maplesat_preprocess.cnf,7798,47349,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict460_maplesat_preprocess.cnf,7716,46436,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict465_maplesat_preprocess.cnf,7643,45556,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict470_maplesat_preprocess.cnf,7559,44618,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict475_maplesat_preprocess.cnf,7494,43769,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict480_maplesat_preprocess.cnf,7396,42805,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict485_maplesat_preprocess.cnf,7242,41398,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict490_maplesat_preprocess.cnf,7010,39550,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict495_maplesat_preprocess.cnf,6767,37654,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict500_maplesat_preprocess.cnf,6489,35588,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict505_maplesat_preprocess.cnf,6063,32696,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round42_restrict510_maplesat_preprocess.cnf,5590,29666,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict440_maplesat_preprocess.cnf,8607,53870,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict445_maplesat_preprocess.cnf,8562,53335,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict450_maplesat_preprocess.cnf,8478,52577,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict455_maplesat_preprocess.cnf,8403,51663,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict460_maplesat_preprocess.cnf,8329,50734,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict465_maplesat_preprocess.cnf,8248,49774,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict470_maplesat_preprocess.cnf,8173,48826,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict475_maplesat_preprocess.cnf,8102,47906,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict480_maplesat_preprocess.cnf,8003,46919,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict485_maplesat_preprocess.cnf,7871,45493,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict490_maplesat_preprocess.cnf,7659,43610,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict495_maplesat_preprocess.cnf,7414,41593,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict500_maplesat_preprocess.cnf,7138,39355,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict505_maplesat_preprocess.cnf,6847,37027,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round44_restrict510_maplesat_preprocess.cnf,6448,34398,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict440_maplesat_preprocess.cnf,9218,58207,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict445_maplesat_preprocess.cnf,9166,57614,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict450_maplesat_preprocess.cnf,9095,56917,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict455_maplesat_preprocess.cnf,9022,55974,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict460_maplesat_preprocess.cnf,8949,55030,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict465_maplesat_preprocess.cnf,8871,54037,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict470_maplesat_preprocess.cnf,8798,53085,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict475_maplesat_preprocess.cnf,8727,52128,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict480_maplesat_preprocess.cnf,8625,51079,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict485_maplesat_preprocess.cnf,8482,49487,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict490_maplesat_preprocess.cnf,8245,47306,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict495_maplesat_preprocess.cnf,7971,44991,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict500_maplesat_preprocess.cnf,7611,42195,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict505_maplesat_preprocess.cnf,7228,39295,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict510_maplesat_preprocess.cnf,6729,35998,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict440_maplesat_preprocess.cnf,9856,62733,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict445_maplesat_preprocess.cnf,9798,62115,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict450_maplesat_preprocess.cnf,9724,61383,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict455_maplesat_preprocess.cnf,9649,60440,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict460_maplesat_preprocess.cnf,9574,59474,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict465_maplesat_preprocess.cnf,9496,58491,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict470_maplesat_preprocess.cnf,9422,57526,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict475_maplesat_preprocess.cnf,9357,56601,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict480_maplesat_preprocess.cnf,9254,55524,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict485_maplesat_preprocess.cnf,9128,53849,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict490_maplesat_preprocess.cnf,8905,51618,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict495_maplesat_preprocess.cnf,8639,49147,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict500_maplesat_preprocess.cnf,8330,46424,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict505_maplesat_preprocess.cnf,7973,43527,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round48_restrict510_maplesat_preprocess.cnf,7640,40837,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict440_maplesat_preprocess.cnf,10460,67036,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict445_maplesat_preprocess.cnf,10403,66441,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict450_maplesat_preprocess.cnf,10342,65790,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict455_maplesat_preprocess.cnf,10264,64818,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict460_maplesat_preprocess.cnf,10180,63809,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict465_maplesat_preprocess.cnf,10106,62851,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict470_maplesat_preprocess.cnf,10029,61863,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict475_maplesat_preprocess.cnf,9964,60938,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict480_maplesat_preprocess.cnf,9863,59883,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict485_maplesat_preprocess.cnf,9715,57967,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict490_maplesat_preprocess.cnf,9488,55493,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict495_maplesat_preprocess.cnf,9195,52707,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict500_maplesat_preprocess.cnf,8865,49684,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict505_maplesat_preprocess.cnf,8403,46012,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict510_maplesat_preprocess.cnf,7906,42345,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict440_maplesat_preprocess.cnf,11116,71563,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict445_maplesat_preprocess.cnf,11060,70955,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict450_maplesat_preprocess.cnf,10987,70238,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict455_maplesat_preprocess.cnf,10904,69260,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict460_maplesat_preprocess.cnf,10836,68322,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict465_maplesat_preprocess.cnf,10758,67349,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict470_maplesat_preprocess.cnf,10686,66394,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict475_maplesat_preprocess.cnf,10620,65474,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict480_maplesat_preprocess.cnf,10532,64459,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict485_maplesat_preprocess.cnf,10401,62533,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict490_maplesat_preprocess.cnf,10175,59916,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict495_maplesat_preprocess.cnf,9914,57089,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict500_maplesat_preprocess.cnf,9622,54160,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict505_maplesat_preprocess.cnf,9234,50677,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round52_restrict510_maplesat_preprocess.cnf,8747,46922,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict440_maplesat_preprocess.cnf,11718,75903,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict445_maplesat_preprocess.cnf,11661,75297,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict450_maplesat_preprocess.cnf,11595,74630,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict455_maplesat_preprocess.cnf,11509,73632,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict460_maplesat_preprocess.cnf,11438,72682,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict465_maplesat_preprocess.cnf,11358,71685,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict470_maplesat_preprocess.cnf,11287,70743,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict475_maplesat_preprocess.cnf,11217,69789,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict480_maplesat_preprocess.cnf,11130,68781,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict485_maplesat_preprocess.cnf,10988,66686,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict490_maplesat_preprocess.cnf,10762,63869,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict495_maplesat_preprocess.cnf,10452,60668,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict500_maplesat_preprocess.cnf,10076,57133,crypto
/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round54_restrict505_maplesat_preprocess.cnf,9668,53391,crypto
